run,document,figure,status,reflabel,refstart,refend,reftext,reftype,reftype_eqclass,hyplabel,hypstart,hypend,hyptext,hyptype,hyptype_eqclass
system1,5210157,Figure 5-D,missing,gene_or_protein,292,294,HO,Uniprot:P09932,Uniprot:P09932,,,,,,
system1,5210157,Figure 6-A-1,missing,cellular_component,69,72,DSB,GO:0035861,GO:0035861,,,,,,
system1,5210157,Figure 6-A-1,missing,gene_or_protein,111,113,HO,Uniprot:P09932,Uniprot:P09932,,,,,,
system1,5210157,Figure 6-A-1,match,gene_or_protein,144,149,cdc14,NCBI gene:850585,NCBI gene:850585|Uniprot:Q00684,gene_or_protein,144,149,cdc14,NCBI gene:850585,NCBI gene:850585|Uniprot:Q00684
system1,5210157,Figure 6-A-1,match,gene_or_protein,166,172,Spc110,Uniprot:P32380,Uniprot:P32380,gene_or_protein,166,172,Spc110,NCBI gene:851957,NCBI gene:851957
system1,5210157,Figure 6-A-1,missing,cellular_component,189,192,SPB,GO:0005816,GO:0005816,,,,,,
system1,5210157,Figure 6-A-1,missing,gene_or_protein,206,210,Tub1,Uniprot:P09733,Uniprot:P09733,,,,,,
system1,5210157,Figure 6-A-1,missing,cellular_component,364,367,SPB,GO:0005816,GO:0005816,,,,,,
system1,5210157,Figure 6-A-1,match,gene_or_protein,400,406,Spc110,Uniprot:P32380,Uniprot:P32380,gene_or_protein,400,406,Spc110,NCBI gene:851957,NCBI gene:851957
system1,5210157,Figure 6-A-1,missing,cellular_component,414,417,SPB,GO:0005816,GO:0005816,,,,,,
system1,5210157,Figure 6-A-2,missing,gene_or_protein,58,62,Tub1,Uniprot:P09733,Uniprot:P09733,,,,,,
system1,5210157,Figure 6-A-2,match,gene_or_protein,89,94,cdc14,NCBI gene:850585,NCBI gene:850585|Uniprot:Q00684,gene_or_protein,89,94,cdc14,NCBI gene:850585,NCBI gene:850585|Uniprot:Q00684
system1,5210157,Figure 6-B,match,gene_or_protein,39,45,Spc110,Uniprot:P32380,Uniprot:P32380,gene_or_protein,39,45,Spc110,NCBI gene:851957,NCBI gene:851957
system1,5210157,Figure 6-B,missing,cellular_component,70,77,spindle,GO:0005819,GO:0005819,,,,,,
system1,5210157,Figure 6-B,match,gene_or_protein,125,130,cdc14,NCBI gene:850585,NCBI gene:850585|Uniprot:Q00684,gene_or_protein,125,130,cdc14,NCBI gene:850585,NCBI gene:850585|Uniprot:Q00684
system1,5210157,Figure 6-B,match,gene_or_protein,137,143,spc110,NCBI gene:851957,NCBI gene:851957,gene_or_protein,137,143,spc110,NCBI gene:851957,NCBI gene:851957
system1,5210157,Figure 6-B,match,gene_or_protein,168,174,Spc110,Uniprot:P32380,Uniprot:P32380,gene_or_protein,168,174,Spc110,NCBI gene:851957,NCBI gene:851957
system1,5210157,Figure 6-B,missing,cellular_component,221,228,spindle,GO:0005819,GO:0005819,,,,,,
system1,5210157,Figure 6-B,missing,cellular_component,296,299,DSB,GO:0035861,GO:0035861,,,,,,
system1,5210157,Figure 6-B,missing,gene_or_protein,315,317,HO,Uniprot:P09932,Uniprot:P09932,,,,,,
system1,5210157,Figure 6-B,missing,cellular_component,541,545,SPBs,GO:0005816,GO:0005816,,,,,,
system1,5210157,Figure 6-C,missing,cellular_component,41,51,astral MTs,GO:0000235,GO:0000235,,,,,,
system1,5210157,Figure 6-C,missing,cellular_component,80,83,SPB,GO:0005816,GO:0005816,,,,,,
system1,5210157,Figure 6-C,match,gene_or_protein,99,104,cdc14,NCBI gene:850585,NCBI gene:850585|Uniprot:Q00684,gene_or_protein,99,104,cdc14,NCBI gene:850585,NCBI gene:850585|Uniprot:Q00684
system1,5210157,Figure 6-C,match,gene_or_protein,111,117,spc110,NCBI gene:851957,NCBI gene:851957,gene_or_protein,111,117,spc110,NCBI gene:851957,NCBI gene:851957
system1,5210157,Figure 6-C,missing,cellular_component,163,169,Dynein,GO:0030286,GO:0030286,,,,,,
system1,5210157,Figure 6-C,missing,cellular_component,186,196,astral MTs,GO:0000235,GO:0000235,,,,,,
system1,5210157,Figure 6-C,missing,cellular_component,216,219,SPB,GO:0005816,GO:0005816,,,,,,
system1,5210157,Figure 6-C,match,gene_or_protein,240,244,Dyn1,Uniprot:P36022,Uniprot:P36022,gene_or_protein,240,244,Dyn1,Uniprot:Q05193,NCBI gene:1759|Uniprot:Q05193
system1,5210157,Figure 6-C,match,gene_or_protein,271,277,Spc110,Uniprot:P32380,Uniprot:P32380,gene_or_protein,271,277,Spc110,NCBI gene:851957,NCBI gene:851957
system1,5210157,Figure 6-C,missing,cellular_component,411,421,astral MTs,GO:0000235,GO:0000235,,,,,,
system1,5210157,Figure 6-C,missing,cellular_component,430,436,Dynein,GO:0030286,GO:0030286,,,,,,
system1,5210157,Figure 6-C,missing,cellular_component,462,472,astral MTs,GO:0000235,GO:0000235,,,,,,
system1,5210157,Figure 6-C,missing,cellular_component,500,503,SPB,GO:0005816,GO:0005816,,,,,,
system1,5210157,Figure 6-C,missing,cellular_component,513,519,Dynein,GO:0030286,GO:0030286,,,,,,
system1,5210157,Figure 6-C,missing,cellular_component,541,551,astral MTs,GO:0000235,GO:0000235,,,,,,
system1,5210157,Figure 6-C,missing,cellular_component,572,576,SPBs,GO:0005816,GO:0005816,,,,,,
system1,5210157,Figure 6-C,missing,cellular_component,586,592,Dynein,GO:0030286,GO:0030286,,,,,,
system1,5210157,Figure 6-C,missing,cellular_component,608,618,astral MTs,GO:0000235,GO:0000235,,,,,,
system1,5210157,Figure 7-A,missing,small_molecule,22,32,nocodazole,CHEBI:34892,CHEBI:34892|PubChem:4122,,,,,,
system1,5210157,Figure 7-A,missing,cellular_component,49,52,DSB,GO:0035861,GO:0035861,,,,,,
system1,5210157,Figure 7-A,missing,cellular_component,53,56,SPB,GO:0005816,GO:0005816,,,,,,
system1,5210157,Figure 7-A,match,gene_or_protein,70,75,Cnm67,Uniprot:P53865,Uniprot:P53865,gene_or_protein,70,75,Cnm67,Uniprot:P53865,Uniprot:P53865
system1,5210157,Figure 7-A,missing,gene_or_protein,84,88,Ddc2,Uniprot:Q04377,Uniprot:Q04377,,,,,,
system1,5210157,Figure 7-A,missing,cellular_component,106,109,SPB,GO:0005816,GO:0005816,,,,,,
system1,5210157,Figure 7-A,missing,cellular_component,114,117,DSB,GO:0035861,GO:0035861,,,,,,
system1,5210157,Figure 7-A,missing,cellular_component,195,198,SPB,GO:0005816,GO:0005816,,,,,,
system1,5210157,Figure 7-A,missing,cellular_component,213,216,DSB,GO:0035861,GO:0035861,,,,,,
system1,5210157,Figure 7-A,missing,cellular_component,238,241,SPB,GO:0005816,GO:0005816,,,,,,
system1,5210157,Figure 7-A,missing,cellular_component,247,250,DSB,GO:0035861,GO:0035861,,,,,,
system1,5210157,Figure 7-A,missing,cellular_component,270,273,SPB,GO:0005816,GO:0005816,,,,,,
system1,5210157,Figure 7-A,missing,cellular_component,316,319,DSB,GO:0035861,GO:0035861,,,,,,
system1,5210157,Figure 7-A,missing,small_molecule,339,349,nocodazole,CHEBI:34892,CHEBI:34892|PubChem:4122,,,,,,
system1,5210157,Figure 7-A,missing,small_molecule,378,382,DMSO,CHEBI:28262,CHEBI:28262|CHEBI:4612|PubChem:679,,,,,,
system1,5210157,Figure 7-B-1,missing,gene_or_protein,259,268,α-factor,Uniprot:P01149|Uniprot:P32435,Uniprot:P32435|Uniprot:P01149,,,,,,
system1,5210157,Figure 7-B-1,missing,gene_or_protein,334,336,HO,Uniprot:P09932,Uniprot:P09932,,,,,,
system1,5210157,Figure 7-B-1,missing,small_molecule,371,380,galactose,CHEBI:28260,CHEBI:28260,,,,,,
system1,5210157,Figure 7-B-1,missing,cellular_component,417,420,DSB,GO:0035861,GO:0035861,,,,,,
system1,5210157,Figure 7-B-1,missing,small_molecule,422,429,glucose,CHEBI:17234,CHEBI:17234,,,,,,
system1,5210157,Figure 7-B-1,missing,gene_or_protein,455,457,HO,Uniprot:P09932,Uniprot:P09932,,,,,,
system1,5210157,Figure 7-B-1,missing,small_molecule,477,487,nocodazole,CHEBI:34892,CHEBI:34892|PubChem:4122,,,,,,
system1,5210157,Figure 7-B-1,missing,small_molecule,496,500,DMSO,CHEBI:28262,CHEBI:28262|CHEBI:4612|PubChem:679,,,,,,
system1,5210157,Figure 7-B-1,missing,gene_or_protein,596,601,EcoRV,Uniprot:P04390,Uniprot:P04390,,,,,,
system1,5210157,Figure 7-B-1,missing,cellular_component,843,846,DSB,GO:0035861,GO:0035861,,,,,,
system1,5210157,Figure 7-B-1,spurious,,,,,,,gene_or_protein,691,695,HIS3,NCBI gene:854377,NCBI gene:854377|Uniprot:P06633
system1,5210157,Figure 7-B-1,spurious,,,,,,,gene_or_protein,901,905,HIS3,NCBI gene:854377,NCBI gene:854377|Uniprot:P06633
system1,5210157,Figure 7-B-2,missing,gene_or_protein,259,268,α-factor,Uniprot:P01149|Uniprot:P32435,Uniprot:P32435|Uniprot:P01149,,,,,,
system1,5210157,Figure 7-B-2,missing,gene_or_protein,334,336,HO,Uniprot:P09932,Uniprot:P09932,,,,,,
system1,5210157,Figure 7-B-2,missing,small_molecule,371,380,galactose,CHEBI:28260,CHEBI:28260,,,,,,
system1,5210157,Figure 7-B-2,missing,cellular_component,417,420,DSB,GO:0035861,GO:0035861,,,,,,
system1,5210157,Figure 7-B-2,missing,small_molecule,422,429,glucose,CHEBI:17234,CHEBI:17234,,,,,,
system1,5210157,Figure 7-B-2,missing,gene_or_protein,455,457,HO,Uniprot:P09932,Uniprot:P09932,,,,,,
system1,5210157,Figure 7-B-2,missing,small_molecule,477,487,nocodazole,CHEBI:34892,CHEBI:34892|PubChem:4122,,,,,,
system1,5210157,Figure 7-B-2,missing,small_molecule,496,500,DMSO,CHEBI:28262,CHEBI:28262|CHEBI:4612|PubChem:679,,,,,,
system1,5210157,Figure 8-A,missing,small_molecule,25,28,MMS,CHEBI:25255,CHEBI:25255|PubChem:4156,,,,,,
system1,5210157,Figure 8-A,missing,small_molecule,33,43,phleomycin,CHEBI:75044,CHEBI:75044,,,,,,
system1,5210157,Figure 8-A,match,gene_or_protein,81,87,Spc110,NCBI gene:851957,NCBI gene:851957,gene_or_protein,81,87,Spc110,NCBI gene:851957,NCBI gene:851957
system1,5210157,Figure 8-A,match,gene_or_protein,153,159,spc110,NCBI gene:851957,NCBI gene:851957,gene_or_protein,153,159,spc110,NCBI gene:851957,NCBI gene:851957
system1,5210157,Figure 8-A,match,gene_or_protein,173,178,cdc14,NCBI gene:850585,NCBI gene:850585|Uniprot:Q00684,gene_or_protein,173,178,cdc14,NCBI gene:850585,NCBI gene:850585|Uniprot:Q00684
system1,5210157,Figure 8-A,missing,small_molecule,229,233,DMSO,CHEBI:28262,CHEBI:28262|CHEBI:4612|PubChem:679,,,,,,
system1,5210157,Figure 8-A,missing,small_molecule,235,238,MMS,CHEBI:25255,CHEBI:25255|PubChem:4156,,,,,,
system1,5210157,Figure 8-A,missing,small_molecule,242,252,Phleomycin,CHEBI:75044,CHEBI:75044,,,,,,
system1,5210157,Figure 8-B,missing,cellular_component,80,83,DSB,GO:0035861,GO:0035861,,,,,,
system1,5210157,Figure 8-B,missing,cellular_component,84,87,SPB,GO:0005816,GO:0005816,,,,,,
system1,5210157,Figure 8-B,match,gene_or_protein,101,107,Spc110,Uniprot:P32380,Uniprot:P32380,gene_or_protein,101,107,Spc110,NCBI gene:851957,NCBI gene:851957
system1,5210157,Figure 8-B,match,gene_or_protein,112,118,spc110,NCBI gene:851957,NCBI gene:851957,gene_or_protein,112,118,spc110,NCBI gene:851957,NCBI gene:851957
system1,5210157,Figure 8-B,missing,gene_or_protein,180,184,Ddc2,Uniprot:Q04377,Uniprot:Q04377,,,,,,
system1,5210157,Figure 8-B,missing,cellular_component,192,195,DSB,GO:0035861,GO:0035861,,,,,,
system1,5210157,Figure 8-B,missing,cellular_component,216,219,SPB,GO:0005816,GO:0005816,,,,,,
system1,5210157,Figure 8-B,missing,cellular_component,234,237,DSB,GO:0035861,GO:0035861,,,,,,
system1,5210157,Figure 8-B,missing,cellular_component,259,262,SPB,GO:0005816,GO:0005816,,,,,,
system1,5210157,Figure 8-B,missing,cellular_component,268,271,DSB,GO:0035861,GO:0035861,,,,,,
system1,5210157,Figure 8-B,missing,cellular_component,291,294,SPB,GO:0005816,GO:0005816,,,,,,
system1,5210157,Figure 8-C,missing,gene_or_protein,57,59,HO,Uniprot:P09932,Uniprot:P09932,,,,,,
system1,5210157,Figure 8-C,match,gene_or_protein,90,96,spc110,NCBI gene:851957,NCBI gene:851957,gene_or_protein,90,96,spc110,NCBI gene:851957,NCBI gene:851957
system1,5210157,Figure 8-C,missing,cellular_component,244,247,SPB,GO:0005816,GO:0005816,,,,,,
system1,5210157,Figure 8-C,match,gene_or_protein,297,303,Spc110,Uniprot:P32380,Uniprot:P32380,gene_or_protein,297,303,Spc110,NCBI gene:851957,NCBI gene:851957
system1,5210157,Figure 8-C,match,gene_or_protein,308,314,spc110,NCBI gene:851957,NCBI gene:851957,gene_or_protein,308,314,spc110,NCBI gene:851957,NCBI gene:851957
system1,5210157,Figure 8-C,missing,cellular_component,361,364,SPB,GO:0005816,GO:0005816,,,,,,
system1,5210157,Figure 8-D-1,match,gene_or_protein,34,40,spc110,NCBI gene:851957,NCBI gene:851957,gene_or_protein,34,40,spc110,NCBI gene:851957,NCBI gene:851957
system1,5210157,Figure 8-D-1,missing,small_molecule,164,173,galactose,CHEBI:28260,CHEBI:28260,,,,,,
system1,5210157,Figure 8-D-1,missing,gene_or_protein,198,200,HO,Uniprot:P09932,Uniprot:P09932,,,,,,
system1,5210157,Figure 8-D-1,missing,gene_or_protein,305,310,EcoRI,Uniprot:P00642,Uniprot:P00642,,,,,,
system1,5210157,Figure 8-D-1,missing,cellular_component,471,474,DSB,GO:0035861,GO:0035861,,,,,,
system1,5210157,Figure 8-D-2,match,gene_or_protein,34,40,spc110,NCBI gene:851957,NCBI gene:851957,gene_or_protein,34,40,spc110,NCBI gene:851957,NCBI gene:851957
system1,5210157,Figure 8-D-2,missing,small_molecule,164,173,galactose,CHEBI:28260,CHEBI:28260,,,,,,
system1,5210157,Figure 8-D-2,missing,gene_or_protein,198,200,HO,Uniprot:P09932,Uniprot:P09932,,,,,,
system1,5210157,Figure 8-D-2,missing,small_molecule,272,275,DNA,CHEBI:4291,CHEBI:4291,,,,,,
system1,5210157,Figure 8-D-2,missing,gene_or_protein,305,310,EcoRI,Uniprot:P00642,Uniprot:P00642,,,,,,
system1,5210157,Figure 8-D-2,missing,small_molecule,409,412,DNA,CHEBI:4291,CHEBI:4291,,,,,,
system1,5210157,Figure 8-D-2,missing,small_molecule,442,445,DNA,CHEBI:4291,CHEBI:4291,,,,,,
system1,5210157,Figure 9-A,missing,small_molecule,29,32,MMS,CHEBI:25255,CHEBI:25255|PubChem:4156,,,,,,
system1,5210157,Figure 9-A,match,gene_or_protein,81,87,Spc110,NCBI gene:851957,NCBI gene:851957,gene_or_protein,81,87,Spc110,NCBI gene:851957,NCBI gene:851957
system1,5210157,Figure 9-A,match,gene_or_protein,157,163,spc110,NCBI gene:851957,NCBI gene:851957,gene_or_protein,157,163,spc110,NCBI gene:851957,NCBI gene:851957
system1,5210157,Figure 9-A,match,gene_or_protein,175,181,spc110,NCBI gene:851957,NCBI gene:851957,gene_or_protein,175,181,spc110,NCBI gene:851957,NCBI gene:851957
system1,5210157,Figure 9-A,missing,small_molecule,237,241,DMSO,CHEBI:28262,CHEBI:28262|CHEBI:4612|PubChem:679,,,,,,
system1,5210157,Figure 9-A,missing,small_molecule,243,246,MMS,CHEBI:25255,CHEBI:25255|PubChem:4156,,,,,,
system1,5210157,Figure 9-A,missing,small_molecule,250,260,Phleomycin,CHEBI:75044,CHEBI:75044,,,,,,
system1,5210157,Figure 9-B,missing,cellular_component,92,95,DSB,GO:0035861,GO:0035861,,,,,,
system1,5210157,Figure 9-B,missing,cellular_component,96,99,SPB,GO:0005816,GO:0005816,,,,,,
system1,5210157,Figure 9-B,match,gene_or_protein,121,127,Spc110,Uniprot:P32380,Uniprot:P32380,gene_or_protein,121,127,Spc110,NCBI gene:851957,NCBI gene:851957
system1,5210157,Figure 9-B,match,gene_or_protein,132,138,spc110,NCBI gene:851957,NCBI gene:851957,gene_or_protein,132,138,spc110,NCBI gene:851957,NCBI gene:851957
system1,5210157,Figure 9-B,missing,gene_or_protein,174,178,Ddc2,Uniprot:Q04377,Uniprot:Q04377,,,,,,
system1,5210157,Figure 9-B,missing,cellular_component,217,220,DSB,GO:0035861,GO:0035861,,,,,,
system1,5210157,Figure 9-B,missing,cellular_component,241,244,SPB,GO:0005816,GO:0005816,,,,,,
system1,5210157,Figure 9-B,missing,cellular_component,259,262,DSB,GO:0035861,GO:0035861,,,,,,
system1,5210157,Figure 9-B,missing,cellular_component,284,287,SPB,GO:0005816,GO:0005816,,,,,,
system1,5210157,Figure 9-B,missing,cellular_component,293,296,DSB,GO:0035861,GO:0035861,,,,,,
system1,5210157,Figure 9-B,missing,cellular_component,316,319,SPB,GO:0005816,GO:0005816,,,,,,
system1,5210157,Figure 9-C,missing,gene_or_protein,65,67,HO,Uniprot:P09932,Uniprot:P09932,,,,,,
system1,5210157,Figure 9-C,match,gene_or_protein,98,104,spc110,NCBI gene:851957,NCBI gene:851957,gene_or_protein,98,104,spc110,NCBI gene:851957,NCBI gene:851957
system1,5210157,Figure 9-C,missing,cellular_component,224,228,SPBs,GO:0005816,GO:0005816,,,,,,
system1,5210157,Figure 9-C,match,gene_or_protein,256,262,Spc110,Uniprot:P32380,Uniprot:P32380,gene_or_protein,256,262,Spc110,NCBI gene:851957,NCBI gene:851957
system1,5210157,Figure 9-C,match,gene_or_protein,267,273,spc110,NCBI gene:851957,NCBI gene:851957,gene_or_protein,267,273,spc110,NCBI gene:851957,NCBI gene:851957
system1,5210157,Figure 9-C,missing,cellular_component,329,333,SPBs,GO:0005816,GO:0005816,,,,,,
system1,5210157,Figure 9-D-1,match,gene_or_protein,34,40,spc110,NCBI gene:851957,NCBI gene:851957,gene_or_protein,34,40,spc110,NCBI gene:851957,NCBI gene:851957
system1,5210157,Figure 9-D-1,missing,gene_or_protein,142,144,HO,Uniprot:P09932,Uniprot:P09932,,,,,,
system1,5210157,Figure 9-D-1,missing,small_molecule,172,181,galactose,CHEBI:28260,CHEBI:28260,,,,,,
system1,5210157,Figure 9-D-1,missing,gene_or_protein,304,309,EcoRI,Uniprot:P00642,Uniprot:P00642,,,,,,
system1,5210157,Figure 9-D-1,missing,cellular_component,443,446,DSB,GO:0035861,GO:0035861,,,,,,
system1,5210157,Figure 9-D-2,match,gene_or_protein,34,40,spc110,NCBI gene:851957,NCBI gene:851957,gene_or_protein,34,40,spc110,NCBI gene:851957,NCBI gene:851957
system1,5210157,Figure 9-D-2,missing,gene_or_protein,142,144,HO,Uniprot:P09932,Uniprot:P09932,,,,,,
system1,5210157,Figure 9-D-2,missing,small_molecule,172,181,galactose,CHEBI:28260,CHEBI:28260,,,,,,
system1,5210157,Figure 9-D-2,missing,small_molecule,260,263,DNA,CHEBI:4291,CHEBI:4291,,,,,,
system1,5210157,Figure 9-D-2,missing,gene_or_protein,304,309,EcoRI,Uniprot:P00642,Uniprot:P00642,,,,,,
system1,5210157,Figure 9-D-2,missing,small_molecule,414,417,DNA,CHEBI:4291,CHEBI:4291,,,,,,
system1,5009806,Figure 1-B,missing,cell_type_or_line,66,68,N9,CVCL_0452,CVCL_0452,,,,,,
system1,5009806,Figure 1-B,missing,cell_type_or_line,76,78,N9,CVCL_0452,CVCL_0452,,,,,,
system1,5009806,Figure 1-B,match,gene_or_protein,114,119,TREM2,Uniprot:Q99NH8,Uniprot:Q99NH8,gene_or_protein,114,119,TREM2,Uniprot:Q99NH8,Uniprot:Q99NH8
system1,5009806,Figure 1-B,match,gene_or_protein,168,173,TREM2,NCBI gene:83433,NCBI gene:83433,gene_or_protein,168,173,TREM2,Uniprot:Q99NH8,Uniprot:Q99NH8
system1,5009806,Figure 1-B,spanclash,gene_or_protein,196,202,sTREM2,Uniprot:Q99NH8,Uniprot:Q99NH8,gene_or_protein,197,202,TREM2,Uniprot:Q99NH8,Uniprot:Q99NH8
system1,5009806,Figure 1-B,match,gene_or_protein,212,217,TREM2,Uniprot:Q99NH8,Uniprot:Q99NH8,gene_or_protein,212,217,TREM2,Uniprot:Q99NH8,Uniprot:Q99NH8
system1,5009806,Figure 1-C,missing,gene_or_protein,46,49,Aβ,Uniprot:P12023,NCBI gene:11820|Uniprot:P12023,,,,,,
system1,5009806,Figure 1-C,missing,gene_or_protein,56,59,Aβ,Uniprot:P12023,NCBI gene:11820|Uniprot:P12023,,,,,,
system1,5009806,Figure 1-C,missing,cell_type_or_line,66,68,N9,CVCL_0452,CVCL_0452,,,,,,
system1,5009806,Figure 1-C,missing,cell_type_or_line,76,78,N9,CVCL_0452,CVCL_0452,,,,,,
system1,5009806,Figure 1-C,missing,small_molecule,159,173,Cytochalasin D,CHEBI:529996,CHEBI:529996|PubChem:44715324,,,,,,
system1,5009806,Figure 1-C,missing,small_molecule,175,180,CytoD,CHEBI:529996,CHEBI:529996|PubChem:44715324,,,,,,
system1,5009806,Figure 1-C,missing,gene_or_protein,383,386,Aβ,Uniprot:P12023,NCBI gene:11820|Uniprot:P12023,,,,,,
system1,5009806,Figure 1-C,missing,gene_or_protein,400,403,Aβ,Uniprot:P12023,NCBI gene:11820|Uniprot:P12023,,,,,,
system1,5009806,Figure 1-D,missing,cell_type_or_line,20,24,BMDM,CL:0002476,CL:0002476,,,,,,
system1,5009806,Figure 1-D,missing,gene_or_protein,45,50,Trem2,NCBI gene:83433,NCBI gene:83433,,,,,,
system1,5009806,Figure 1-E-F,missing,gene_or_protein,21,24,Aβ,Uniprot:P12023,NCBI gene:11820|Uniprot:P12023,,,,,,
system1,5009806,Figure 1-E-F,missing,cell_type_or_line,30,34,BMDM,CL:0002476,CL:0002476,,,,,,
system1,5009806,Figure 1-E-F,missing,gene_or_protein,47,52,Trem2,NCBI gene:83433,NCBI gene:83433,,,,,,
system1,5009806,Figure 1-E-F,missing,gene_or_protein,288,291,Aβ,Uniprot:P12023,NCBI gene:11820|Uniprot:P12023,,,,,,
system1,5009806,Figure 1-E-F,missing,gene_or_protein,305,308,Aβ,Uniprot:P12023,NCBI gene:11820|Uniprot:P12023,,,,,,
system1,5009806,Figure 1-E-F,missing,gene_or_protein,335,338,Aβ,Uniprot:P12023,NCBI gene:11820|Uniprot:P12023,,,,,,
system1,5009806,Figure 1-E-F,missing,gene_or_protein,365,368,Aβ,Uniprot:P12023,NCBI gene:11820|Uniprot:P12023,,,,,,
system1,5009806,Figure 1-E-F,missing,gene_or_protein,396,399,Aβ,Uniprot:P12023,NCBI gene:11820|Uniprot:P12023,,,,,,
system1,5009806,Figure 1-G-H,missing,gene_or_protein,21,24,Aβ,Uniprot:P12023,NCBI gene:11820|Uniprot:P12023,,,,,,
system1,5009806,Figure 1-G-H,missing,cell_type_or_line,30,34,BMDM,CL:0002476,CL:0002476,,,,,,
system1,5009806,Figure 1-G-H,missing,gene_or_protein,47,52,Trem2,NCBI gene:83433,NCBI gene:83433,,,,,,
system1,5009806,Figure 1-G-H,missing,gene_or_protein,285,288,Aβ,Uniprot:P12023,NCBI gene:11820|Uniprot:P12023,,,,,,
system1,5009806,Figure 1-G-H,missing,gene_or_protein,317,320,Aβ,Uniprot:P12023,NCBI gene:11820|Uniprot:P12023,,,,,,
system1,5009806,Figure 1-G-H,missing,gene_or_protein,349,352,Aβ,Uniprot:P12023,NCBI gene:11820|Uniprot:P12023,,,,,,
system1,5009806,Figure 1-G-H,missing,gene_or_protein,382,385,Aβ,Uniprot:P12023,NCBI gene:11820|Uniprot:P12023,,,,,,
system1,5009806,Figure 1-G-H,missing,gene_or_protein,415,418,Aβ,Uniprot:P12023,NCBI gene:11820|Uniprot:P12023,,,,,,
system1,5009806,Figure 1-G-H,missing,gene_or_protein,480,483,Aβ,Uniprot:P12023,NCBI gene:11820|Uniprot:P12023,,,,,,
system1,5009806,Figure 1-G-H,spurious,,,,,,,gene_or_protein,94,99,mAb11,Uniprot:P40333,Uniprot:P40333
system1,5009806,Figure 1-G-H,spurious,,,,,,,gene_or_protein,291,296,mAb11,Uniprot:P40333,Uniprot:P40333
system1,5009806,Figure 1-G-H,spurious,,,,,,,gene_or_protein,323,328,mAb11,Uniprot:P40333,Uniprot:P40333
system1,5009806,Figure 1-G-H,spurious,,,,,,,gene_or_protein,355,360,mAb11,Uniprot:P40333,Uniprot:P40333
system1,5009806,Figure 1-G-H,spurious,,,,,,,gene_or_protein,388,393,mAb11,Uniprot:P40333,Uniprot:P40333
system1,5009806,Figure 1-G-H,spurious,,,,,,,gene_or_protein,421,426,mAb11,Uniprot:P40333,Uniprot:P40333
system1,5009806,Figure 1-I,missing,organism_or_species,16,21,mouse,NCBI taxon:10090,NCBI taxon:10088|NCBI taxon:10090,,,,,,
system1,5009806,Figure 1-I,missing,gene_or_protein,21,27,sTREM2,Uniprot:Q99NH8,Uniprot:Q99NH8,,,,,,
system1,5009806,Figure 1-I,missing,gene_or_protein,45,48,Aβ,Uniprot:P12023,NCBI gene:11820|Uniprot:P12023,,,,,,
system1,5009806,Figure 1-I,missing,gene_or_protein,61,66,Trem2,NCBI gene:83433,NCBI gene:83433,,,,,,
system1,5009806,Figure 1-I,missing,cell_type_or_line,77,81,BMDM,CL:0002476,CL:0002476,,,,,,
system1,5009806,Figure 1-I,missing,gene_or_protein,105,111,sTREM2,Uniprot:Q99NH8,Uniprot:Q99NH8,,,,,,
system1,5009806,Figure 1-I,missing,gene_or_protein,145,150,Trem2,NCBI gene:83433,NCBI gene:83433,,,,,,
system1,5009806,Figure 1-I,missing,cell_type_or_line,154,158,BMDM,CL:0002476,CL:0002476,,,,,,
system1,5009806,Figure 1-I,spurious,,,,,,,gene_or_protein,189,194,mAb11,Uniprot:P40333,Uniprot:P40333
system1,5009806,Figure 1-J,missing,cell_type_or_line,28,37,microglia,CL:0000129,CL:0000129,,,,,,
system1,5009806,Figure 1-J,missing,gene_or_protein,49,54,Trem2,NCBI gene:83433,NCBI gene:83433,,,,,,
system1,5009806,Figure 1-K-L,missing,gene_or_protein,21,24,Aβ,Uniprot:P12023,NCBI gene:11820|Uniprot:P12023,,,,,,
system1,5009806,Figure 1-K-L,missing,cell_type_or_line,38,47,microglia,CL:0000129,CL:0000129,,,,,,
system1,5009806,Figure 1-K-L,missing,gene_or_protein,60,65,Trem2,NCBI gene:83433,NCBI gene:83433,,,,,,
system1,5009806,Figure 1-K-L,missing,gene_or_protein,298,301,Aβ,Uniprot:P12023,NCBI gene:11820|Uniprot:P12023,,,,,,
system1,5009806,Figure 1-K-L,missing,gene_or_protein,330,333,Aβ,Uniprot:P12023,NCBI gene:11820|Uniprot:P12023,,,,,,
system1,5009806,Figure 1-K-L,missing,gene_or_protein,363,366,Aβ,Uniprot:P12023,NCBI gene:11820|Uniprot:P12023,,,,,,
system1,5009806,Figure 1-K-L,missing,gene_or_protein,396,399,Aβ,Uniprot:P12023,NCBI gene:11820|Uniprot:P12023,,,,,,
system1,5009806,Figure 2-A-B,missing,gene_or_protein,172,177,Trem2,NCBI gene:83433,NCBI gene:83433,,,,,,
system1,5009806,Figure 2-A-B,missing,cell_type_or_line,181,185,BMDM,CL:0002476,CL:0002476,,,,,,
system1,5009806,Figure 2-A-B,missing,gene_or_protein,556,562,FcγRI,Uniprot:P26151,Uniprot:P26151,,,,,,
system1,5009806,Figure 2-A-B,missing,gene_or_protein,576,584,FcγRIIB,Uniprot:P08101,Uniprot:P08101,,,,,,
